id|title|image link|link|description|price|brand
59972|Ideal Vogue Combi Boiler 40Kw|https://www2.turnbullsonline.co.uk/images/ocw/59972-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/59972|<p>The Ideal Vogue range of boilers comes with up-to a 10-year parts and labour warranty for total peace of mind and are designed and built with premium components. The Vogue Combi boiler is available in the following outputs: 26kW, 32kW & 40kW. With the l|1031.39000000|ideal_boilers
59973|Ideal Vogue System Boiler 15Kw|https://www2.turnbullsonline.co.uk/images/ocw/59973-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/59973|<p>The Ideal Vogue Max System boiler is their newest premium boiler. They’ve combined the same premium offering as the Vogue Gen2 with the addition of a high quality Ideal System Filter creating one easy to purchase and fit package. The Vogue System boil|752.68000000|ideal_boilers
59976|Ideal Vogue System Boiler 32Kw|https://www2.turnbullsonline.co.uk/images/ocw/59976-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/59976|<p>The Ideal Vogue Max System boiler is their newest premium boiler. They’ve combined the same premium offering as the Vogue Gen2 with the addition of a high quality Ideal System Filter creating one easy to purchase and fit package. The Vogue System boil|1045.20000000|ideal_boilers
64086|Ideal Logic+ Heating Boiler 30Kw|https://www2.turnbullsonline.co.uk/images/ocw/64086-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64086|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ Heat provides excellent energy savings making it the perfect choice for new or replacement installations |891.82000000|ideal_boilers
64087|Ideal Logic+ Heating Boiler 24Kw|https://www2.turnbullsonline.co.uk/images/ocw/64087-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64087|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ Heat provides excellent energy savings making it the perfect choice for new or replacement installations |752.76000000|ideal_boilers
64088|Ideal Logic+ Heating Boiler 18Kw|https://www2.turnbullsonline.co.uk/images/ocw/64088-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64088|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ Heat provides excellent energy savings making it the perfect choice for new or replacement installations |717.06000000|ideal_boilers
64089|Ideal Logic+ Heating Boiler 15Kw|https://www2.turnbullsonline.co.uk/images/ocw/64089-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64089|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ Heat provides excellent energy savings making it the perfect choice for new or replacement installations |722.35000000|ideal_boilers
64090|Ideal Logic+ Heating Boiler 12Kw|https://www2.turnbullsonline.co.uk/images/ocw/64090-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64090|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ Heat provides excellent energy savings making it the perfect choice for new or replacement installations |682.05000000|ideal_boilers
64091|Ideal Logic+ System Boiler 30Kw|https://www2.turnbullsonline.co.uk/images/ocw/64091-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64091|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ System provides excellent energy savings making it the perfect choice for new or replacement installation|869.42000000|ideal_boilers
64092|Ideal Logic+ System Boiler 24Kw|https://www2.turnbullsonline.co.uk/images/ocw/64092-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64092|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ System provides excellent energy savings making it the perfect choice for new or replacement installation|827.91000000|ideal_boilers
64093|Ideal Logic+ System Boiler 18Kw|https://www2.turnbullsonline.co.uk/images/ocw/64093-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64093|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ System provides excellent energy savings making it the perfect choice for new or replacement installation|797.35000000|ideal_boilers
64094|Ideal Logic+ System Boiler 15Kw|https://www2.turnbullsonline.co.uk/images/ocw/64094-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/40/-/64094|<p>The Ideal Logic+ boilers are part of their flagship range and come complete with a 7-year manufacturer warranty for total peace of mind. The Logic+ System provides excellent energy savings making it the perfect choice for new or replacement installation|758.45000000|ideal_boilers
105932|Carriage Bolt & Hex Nut M8 x 180mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/105932-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/105932|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|6.16000000|timco
62447|Carriage Bolt & Hex Nut BZP M8 x 100mm Pack of 4|https://www2.turnbullsonline.co.uk/images/ocw/62447-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62447|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62448|Carriage Bolt & Hex Nut BZP M8 x 110mm Pack of 3|https://www2.turnbullsonline.co.uk/images/ocw/62448-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62448|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62449|Carriage Bolt & Hex Nut BZP M8 x 130mm Pack of 3|https://www2.turnbullsonline.co.uk/images/ocw/62449-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62449|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62450|Carriage Bolt & Hex Nut BZP M8 x 150 Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62450-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62450|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62451|Carriage Bolt & Hex Nut BZP M10 x 75mm Pack of 3|https://www2.turnbullsonline.co.uk/images/ocw/62451-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62451|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62452|Carriage Bolt & Hex Nut BZP M10 x 100mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62452-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62452|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62453|Carriage Bolt & Hex Nut BZP M10 x 120mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62453-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62453|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62454|Carriage Bolt & Hex Nut BZP M10 x 130mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62454-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62454|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62455|Carriage Bolt & Hex Nut BZP M10 x 150mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62455-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62455|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62456|Carriage Bolt & Hex Nut BZP M10 x 180mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62456-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62456|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62457|Carriage Bolt & Hex Nut BZP M12 x 100mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62457-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62457|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
62458|Carriage Bolt & Hex Nut BZP M12 x 130mm Pack of 2|https://www2.turnbullsonline.co.uk/images/ocw/62458-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62458|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|4.15000000|timco
63877|Carriage Bolt & Hex Nut BZP M10 x 100mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/63877-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63877|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|9.49000000|timco
63878|Carriage Bolt & Hex Nut BZP M10 x 150mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/63878-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63878|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|12.97000000|timco
63879|Carriage Bolt & Hex Nut BZP M10 x 180mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/63879-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63879|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|15.88000000|timco
63880|Carriage Bolt & Hex Nut BZP M10 x 220mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/63880-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63880|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|8.15000000|timco
63882|Carriage Bolt & Hex Nut BZP M12 x 150mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/63882-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63882|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|8.10000000|timco
63883|Carriage Bolt & Hex Nut BZP M12 x 180mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/63883-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63883|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|9.69000000|timco
63884|Carriage Bolt & Hex Nut BZP M12 x 220mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/63884-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/63884|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|11.89000000|timco
64197|Carriage Bolt & Hex Nut BZP M8 x 100mm Box 50|https://www2.turnbullsonline.co.uk/images/ocw/64197-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64197|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|11.79000000|timco
64198|Carriage Bolt & Hex Nut BZP M8 x 110mm Box 50|https://www2.turnbullsonline.co.uk/images/ocw/64198-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64198|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|12.44000000|timco
64199|Carriage Bolt & Hex Nut BZP M8 x 130mm Box 50|https://www2.turnbullsonline.co.uk/images/ocw/64199-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64199|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|14.15000000|timco
64200|Carriage Bolt & Hex Nut BZP M8 x 150mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/64200-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64200|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|7.87000000|timco
64201|Carriage Bolt & Hex Nut BZP M10 x 75mm Box 50|https://www2.turnbullsonline.co.uk/images/ocw/64201-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64201|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|15.91000000|timco
64203|Carriage Bolt & Hex Nut BZP M10 x 120mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/64203-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64203|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|11.08000000|timco
64204|Carriage Bolt & Hex Nut BZP M10 x 130mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/64204-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64204|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|11.60000000|timco
64207|Carriage Bolt & Hex Nut BZP M10 x 200mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/64207-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64207|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|7.40000000|timco
64208|Carriage Bolt & Hex Nut BZP M12 x 100mm Box 25|https://www2.turnbullsonline.co.uk/images/ocw/64208-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64208|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|15.52000000|timco
64209|Carriage Bolt & Hex Nut BZP M12 x 130mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/64209-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64209|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|7.39000000|timco
64211|Carriage Bolt & Hex Nut BZP M12 x 200mm Box 10|https://www2.turnbullsonline.co.uk/images/ocw/64211-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/64211|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|10.84000000|timco
66221|Double Timber Connector M12 Box100 [50mm]|https://www2.turnbullsonline.co.uk/images/ocw/66221-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/214/-/66221|<p>Designed to increase the joint strength when bolting two pieces of timber together.<br></p>|28.78000000|timco
68392|Carriage Bolt & Hex Nut BZP M12 x 100mm Pack of 14|https://www2.turnbullsonline.co.uk/images/ocw/68392-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/68392|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|10.99000000|timco
68393|Carriage Bolt & Hex Nut BZP 12 x 130mm Pack of 12|https://www2.turnbullsonline.co.uk/images/ocw/68393-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/68393|<p>A domed head bolt with a square anti spin shoulder mainly used for clamping timber or attaching ironmongery to timber. NOTE: Nuts included.<br></p>|10.99000000|timco
101017|IN-DEX Timber Screw Wafer Head 6.7 x 95mm Box50|https://www2.turnbullsonline.co.uk/images/ocw/101017-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/131/-/101017|<p>Manufactured as an alternative to the traditional coach screw used mainly for timber to timber applications.&nbsp;</p><p>Wafer head Screws provide improved clamping with a low profile finish. Coated with a patented multi-layer corrosion resistant platin|10.52000000|timco
101018|IN-DEX Timber Screw Wafer Head 6.7 x 125mm Box50|https://www2.turnbullsonline.co.uk/images/ocw/101018-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/131/-/101018|<p>Manufactured as an alternative to the traditional coach screw used mainly for timber to timber applications.&nbsp;</p><p>Wafer head Screws provide improved clamping with a low profile finish. Coated with a patented multi-layer corrosion resistant platin|15.09000000|timco
101019|IN-DEX Timber Screw Wafer Head 6.7 x 150mm Box50|https://www2.turnbullsonline.co.uk/images/ocw/101019-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/131/-/101019|<p>Manufactured as an alternative to the traditional coach screw used mainly for timber to timber applications.&nbsp;</p><p>Wafer head Screws provide improved clamping with a low profile finish. Coated with a patented multi-layer corrosion resistant platin|20.11000000|timco
101020|IN-DEX Timber Screw Wafer Head 8.0 x 200mm Box50|https://www2.turnbullsonline.co.uk/images/ocw/101020-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/131/-/101020|<p>Manufactured as an alternative to the traditional coach screw used mainly for timber to timber applications.&nbsp;</p><p>Wafer head Screws provide improved clamping with a low profile finish. Coated with a patented multi-layer corrosion resistant platin|52.78000000|timco
101021|IN-DEX Timber Screw Wafer Head 8.0 x 250mm Box50|https://www2.turnbullsonline.co.uk/images/ocw/101021-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/131/-/101021|<p>Manufactured as an alternative to the traditional coach screw used mainly for timber to timber applications.&nbsp;</p><p>Wafer head Screws provide improved clamping with a low profile finish. Coated with a patented multi-layer corrosion resistant platin|73.32000000|timco
62427|Multi-Fix Bolt Hex Head 10 x 75mm/M12 Pack of 14|https://www2.turnbullsonline.co.uk/images/ocw/62427-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62427|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62428|Multi-Fix Bolt Hex Head 10 x 100mm/M12 Pack of 12|https://www2.turnbullsonline.co.uk/images/ocw/62428-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62428|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|NULL
62429|Multi-Fix Bolt Hex Head 12 x 100mm/M14 Park of 8|https://www2.turnbullsonline.co.uk/images/ocw/62429-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62429|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62431|Multi-Fix Bolt Hex Head 12 x 150mm/M14 Pack of 6|https://www2.turnbullsonline.co.uk/images/ocw/62431-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62431|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62425|Multi-Fix Bolt Hex Head 8 x 75mm/M10 Pack of 26|https://www2.turnbullsonline.co.uk/images/ocw/62425-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62425|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62423|Multi-Fix Bolt Hex Head 6 x 50mm/M8 Pack of 64|https://www2.turnbullsonline.co.uk/images/ocw/62423-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62423|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62426|Multi-Fix Bolt Hex Head 8 x 100mm/M10 Pack of 20|https://www2.turnbullsonline.co.uk/images/ocw/62426-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62426|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
62424|Multi-Fix Bolt Hex Head 8 x 60mm/M10 Pack of 30|https://www2.turnbullsonline.co.uk/images/ocw/62424-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/128/-/62424|<p>TIMco Multi-Fix bolt are a heavy-duty non-expansion anchor.The bolt is manufactured with a unique patented concave thread design which taps its own thread and provides quick, low torque installation with excellent pull-out resistance. This allows the us|14.30000000|timco
10374|Bristan Tap Revivers 3/4" [Chrome]|https://www2.turnbullsonline.co.uk/images/ocw/10374-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/39/-/10374|<p>A perfect solution for reviving almost any out of date or faulty tap, quickly and easily, without disturbing existing plumbing connections.<br></p>|22.68000000|bristan
20603|Bristan Tap Revivers 1/2" [Chrome]|https://www2.turnbullsonline.co.uk/images/ocw/20603-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/39/-/20603|<p>A perfect solution for reviving almost any out of date or faulty tap, quickly and easily, without disturbing existing plumbing connections.<br></p>|19.25000000|bristan
13725|Bristan X Top Basin Taps - Pair|https://www2.turnbullsonline.co.uk/images/ocw/13725-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/13725|Bristan's Value basin taps have a unique design with stylish cross head controls and red and blue tabs to determine hot and cold|21.69000000|bristan
13726|Bristan X Top Bath Taps - Pair|https://www2.turnbullsonline.co.uk/images/ocw/13726-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/13726|Bristan's Value bath taps have a unique design with stylish cross head controls and red and blue tabs to determine hot and cold|24.25000000|bristan
13836|Bristan Club Basin Taps - Pair|https://www2.turnbullsonline.co.uk/images/ocw/13836-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/13836|Bristan's value Club basin taps are basic in their design, with smart twist controls and a red and blue ring to determine hot and cold|19.73000000|bristan
13842|Bristan Club Bath/Shower Mixer|https://www2.turnbullsonline.co.uk/images/ocw/13842-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/13842|Bristan's luxury Club bath/shower mixer tap is basic in its design, with smart twist controls and a red and blue ring to determine hot and cold|69.70000000|bristan
13851|Bristan Club Bath Filler|https://www2.turnbullsonline.co.uk/images/ocw/13851-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/13851|Bristan's luxury Club bath mixer tap is basic in its design, with smart twist controls and a red and blue ring to determine hot and cold|63.90000000|bristan
36816|Bristan Value Basin Mixer With Pop Up Waste|https://www2.turnbullsonline.co.uk/images/ocw/36816-extra-large.jpg|https://www2.turnbullsonline.co.uk/product/category/42/-/36816|Bristan's Value basin mixer has a unique design with 3" (76mm) metal levers and red and blue tabs to determine hot and cold|50.64000000|bristan
